"Duration (ms)","Start date","End date","Start station number","Start station","End station number","End station","Bike number","Member type"
610230,"2017-01-02 16:12:38","2017-01-02 16:22:48",31620,"5th & F St NW",31232,"7th & F St NW / National Portrait Gallery",W22107,Member
926536,"2017-01-02 16:13:00","2017-01-02 16:28:27",31117,"15th & Euclid St  NW",31600,"5th & K St NW",W21885,Member
554758,"2017-01-02 16:13:10","2017-01-02 16:22:24",31201,"15th & P St NW",31116,"California St & Florida Ave NW",W21838,Member
227894,"2017-01-02 16:14:12","2017-01-02 16:18:00",31104,"Adams Mill & Columbia Rd NW",31117,"15th & Euclid St  NW",W22508,Member
497147,"2017-01-02 16:14:28","2017-01-02 16:22:45",31213,"17th & K St NW",31212,"21st & M St NW",W20621,Member
623276,"2017-01-02 16:15:13","2017-01-02 16:25:36",31113,"Columbia Rd & Belmont St NW",31241,"Thomas Circle",W01210,Member
470801,"2017-01-02 16:16:18","2017-01-02 16:24:09",31282,"16th & R St NW",31103,"16th & Harvard St NW",W00414,Member
247644,"2017-01-02 16:16:44","2017-01-02 16:20:51",31619,"Lincoln Park / 13th & East Capitol St NE ",31610,"Eastern Market / 7th & North Carolina Ave SE",W21740,Member
1053079,"2017-01-02 16:17:10","2017-01-02 16:34:44",31707,"Benning Rd & East Capitol St NE / Benning Rd Metro",31713,"Division Ave & Foote St NE",W20081,Member
576680,"2017-01-02 16:17:20","2017-01-02 16:26:57",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31215,"Georgetown Harbor / 30th St NW",W00324,Casual
320593,"2017-01-02 16:17:24","2017-01-02 16:22:44",31042,"Market Square / King St & Royal St",31907,"Franklin & S Washington St",W00366,Member
432316,"2017-01-02 16:17:35","2017-01-02 16:24:47",31285,"22nd & P ST NW",31241,"Thomas Circle",W20505,Member
1654632,"2017-01-02 16:17:43","2017-01-02 16:45:17",31612,"D St & Maryland Ave NE",31612,"D St & Maryland Ave NE",W21245,Member
548545,"2017-01-02 16:17:54","2017-01-02 16:27:02",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31215,"Georgetown Harbor / 30th St NW",W01208,Casual
641032,"2017-01-02 16:18:15","2017-01-02 16:28:56",31512,"Neal St & Trinidad Ave NE",31272,"Washington & Independence Ave SW/HHS",W20177,Member
320459,"2017-01-02 16:18:16","2017-01-02 16:23:37",31021,"Clarendon Blvd & N Fillmore St",31031,"15th & N Scott St",W21651,Member
641495,"2017-01-02 16:18:40","2017-01-02 16:29:22",31623,"Columbus Circle / Union Station",31256,"10th & E St NW",W22457,Member
387489,"2017-01-02 16:18:50","2017-01-02 16:25:17",31214,"17th & Corcoran St NW",31116,"California St & Florida Ave NW",W21855,Member
537907,"2017-01-02 16:19:11","2017-01-02 16:28:08",31120,"10th & Florida Ave NW",31214,"17th & Corcoran St NW",W00921,Member
657651,"2017-01-02 16:19:21","2017-01-02 16:30:19",31406,"14th & Upshur St NW",31104,"Adams Mill & Columbia Rd NW",W23159,Member
741822,"2017-01-02 16:19:48","2017-01-02 16:32:09",31616,"3rd & H St NE",31228,"8th & H St NW",W20434,Member
624577,"2017-01-02 16:20:09","2017-01-02 16:30:34",31111,"10th & U St NW",31228,"8th & H St NW",W00601,Member
1187476,"2017-01-02 16:21:08","2017-01-02 16:40:55",31241,"Thomas Circle",31400,"Georgia & New Hampshire Ave NW",W22581,Member
384937,"2017-01-02 16:21:23","2017-01-02 16:27:48",31262,"11th & F St NW",31286,"11th & O St NW",W23252,Member
400909,"2017-01-02 16:21:30","2017-01-02 16:28:10",31116,"California St & Florida Ave NW",31201,"15th & P St NW",W00164,Member
381115,"2017-01-02 16:21:41","2017-01-02 16:28:02",31116,"California St & Florida Ave NW",31201,"15th & P St NW",W21125,Member
426678,"2017-01-02 16:21:46","2017-01-02 16:28:53",31107,"Lamont & Mt Pleasant NW",31121,"Calvert St & Woodley Pl NW",W20364,Member
276790,"2017-01-02 16:22:24","2017-01-02 16:27:01",31030,"Lee Hwy & N Adams St",31089,"Court House Metro / 15th & N Uhle St ",W21819,Member
1069232,"2017-01-02 16:23:13","2017-01-02 16:41:02",31313,"Connecticut Ave & Tilden St NW",31214,"17th & Corcoran St NW",W22674,Member
765289,"2017-01-02 16:23:55","2017-01-02 16:36:41",31603,"1st & M St NE",31232,"7th & F St NW / National Portrait Gallery",W22080,Member
429974,"2017-01-02 16:23:58","2017-01-02 16:31:08",31104,"Adams Mill & Columbia Rd NW",31201,"15th & P St NW",W22415,Member
214919,"2017-01-02 16:24:40","2017-01-02 16:28:15",31213,"17th & K St NW",31241,"Thomas Circle",W00647,Member
592985,"2017-01-02 16:25:12","2017-01-02 16:35:05",31271,"Constitution Ave & 2nd St NW/DOL",31603,"1st & M St NE",W22223,Member
559495,"2017-01-02 16:25:13","2017-01-02 16:34:33",31271,"Constitution Ave & 2nd St NW/DOL",31603,"1st & M St NE",W22027,Member
173835,"2017-01-02 16:25:33","2017-01-02 16:28:27",31600,"5th & K St NW",31604,"3rd & H St NW",W01165,Member
846083,"2017-01-02 16:25:34","2017-01-02 16:39:40",31266,"11th & M St NW",31124,"14th & Irving St NW",W00479,Member
744356,"2017-01-02 16:26:02","2017-01-02 16:38:26",31228,"8th & H St NW",31241,"Thomas Circle",W21168,Member
309556,"2017-01-02 16:26:33","2017-01-02 16:31:43",31278,"18th & R St NW",31201,"15th & P St NW",W21437,Member
777455,"2017-01-02 16:26:49","2017-01-02 16:39:46",31200,"Massachusetts Ave & Dupont Circle NW",31281,"8th & O St NW",W00956,Member
833902,"2017-01-02 16:29:35","2017-01-02 16:43:29",31203,"14th & Rhode Island Ave NW",31500,"4th & W St NE",W21802,Member
747301,"2017-01-02 16:29:47","2017-01-02 16:42:15",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31247,"Jefferson Dr & 14th St SW",W21156,Member
309307,"2017-01-02 16:30:06","2017-01-02 16:35:15",31114,"18th St & Wyoming Ave NW",31112,"Harvard St & Adams Mill Rd NW",W01305,Member
1332462,"2017-01-02 16:31:13","2017-01-02 16:53:26",31104,"Adams Mill & Columbia Rd NW",31310,"Connecticut & Nebraska Ave NW",W23159,Member
427239,"2017-01-02 16:31:59","2017-01-02 16:39:06",31104,"Adams Mill & Columbia Rd NW",31124,"14th & Irving St NW",W21768,Member
341313,"2017-01-02 16:32:51","2017-01-02 16:38:32",31089,"Court House Metro / 15th & N Uhle St ",31016,"Clarendon Blvd & Pierce St",W22765,Member
274477,"2017-01-02 16:33:32","2017-01-02 16:38:07",31104,"Adams Mill & Columbia Rd NW",31229,"New Hampshire Ave & T St NW",W20134,Member
1442960,"2017-01-02 16:34:18","2017-01-02 16:58:21",31286,"11th & O St NW",31101,"14th & V St NW",W21813,Member
1416481,"2017-01-02 16:34:18","2017-01-02 16:57:54",31260,"23rd & E St NW ",31638,"1st & H St NW",W22040,Member
259645,"2017-01-02 16:35:13","2017-01-02 16:39:32",31616,"3rd & H St NE",31614,"11th & H St NE",W21748,Member
447799,"2017-01-02 16:35:16","2017-01-02 16:42:44",31713,"Division Ave & Foote St NE",31713,"Division Ave & Foote St NE",W20081,Member
199984,"2017-01-02 16:35:44","2017-01-02 16:39:04",31245,"7th & R St NW / Shaw Library",31268,"12th & U St NW",W22552,Member
565992,"2017-01-02 16:35:58","2017-01-02 16:45:24",31083,"Potomac Greens Dr & Slaters Ln",31041,"Prince St & Union St",W20019,Member
345405,"2017-01-02 16:36:16","2017-01-02 16:42:02",31505,"Eckington Pl & Q St NE",31603,"1st & M St NE",W00701,Member
509173,"2017-01-02 16:37:16","2017-01-02 16:45:46",31101,"14th & V St NW",31115,"Columbia Rd & Georgia Ave NW",W22916,Member
389852,"2017-01-02 16:38:25","2017-01-02 16:44:55",31600,"5th & K St NW",31645,"6th & K St NE",W22693,Member
428585,"2017-01-02 16:39:23","2017-01-02 16:46:31",31265,"5th St & Massachusetts Ave NW",31218,"L'Enfant Plaza / 7th & C St SW",W22828,Member
234443,"2017-01-02 16:39:33","2017-01-02 16:43:27",31607,"14th & D St SE",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",W00989,Member
657367,"2017-01-02 16:40:56","2017-01-02 16:51:53",31506,"1st & Rhode Island Ave NW",31212,"21st & M St NW",W22422,Casual
477428,"2017-01-02 16:42:00","2017-01-02 16:49:58",31114,"18th St & Wyoming Ave NW",31224,"19th & L St NW",W23069,Member
636887,"2017-01-02 16:42:22","2017-01-02 16:52:58",31257,"22nd & I St NW / Foggy Bottom",31229,"New Hampshire Ave & T St NW",W22195,Member
701853,"2017-01-02 16:42:25","2017-01-02 16:54:07",31247,"Jefferson Dr & 14th St SW",31108,"4th & M St SW",W21156,Member
189271,"2017-01-02 16:42:34","2017-01-02 16:45:44",31615,"6th & H St NE",31614,"11th & H St NE",W00634,Member
110184,"2017-01-02 16:42:46","2017-01-02 16:44:36",31229,"New Hampshire Ave & T St NW",31214,"17th & Corcoran St NW",W22347,Member
1254602,"2017-01-02 16:42:46","2017-01-02 17:03:40",31614,"11th & H St NE",31272,"Washington & Independence Ave SW/HHS",W23186,Casual
107045,"2017-01-02 16:42:53","2017-01-02 16:44:40",31229,"New Hampshire Ave & T St NW",31214,"17th & Corcoran St NW",W20435,Member
1078909,"2017-01-02 16:42:58","2017-01-02 17:00:56",31713,"Division Ave & Foote St NE",31713,"Division Ave & Foote St NE",W20081,Member
443449,"2017-01-02 16:43:13","2017-01-02 16:50:37",31203,"14th & Rhode Island Ave NW",31600,"5th & K St NW",W20576,Member
262941,"2017-01-02 16:43:32","2017-01-02 16:47:55",31907,"Franklin & S Washington St",31042,"Market Square / King St & Royal St",W00366,Member
464952,"2017-01-02 16:44:10","2017-01-02 16:51:55",31605,"3rd & D St SE",31610,"Eastern Market / 7th & North Carolina Ave SE",W21933,Member
690093,"2017-01-02 16:45:39","2017-01-02 16:57:09",31645,"6th & K St NE",31645,"6th & K St NE",W22693,Member
1454027,"2017-01-02 16:46:18","2017-01-02 17:10:32",31302,"Wisconsin Ave & Newark St NW",31100,"19th St & Pennsylvania Ave NW",W00478,Member
920211,"2017-01-02 16:46:36","2017-01-02 17:01:56",31238,"14th & G St NW",31229,"New Hampshire Ave & T St NW",W22309,Member
2360667,"2017-01-02 16:46:49","2017-01-02 17:26:10",32038,"King Farm Blvd & Piccard Dr",32045,"Shady Grove Metro West",W23144,Casual
556158,"2017-01-02 16:47:00","2017-01-02 16:56:16",31101,"14th & V St NW",31266,"11th & M St NW",W00694,Member
445250,"2017-01-02 16:48:32","2017-01-02 16:55:57",31114,"18th St & Wyoming Ave NW",31201,"15th & P St NW",W22891,Member
1023235,"2017-01-02 16:48:44","2017-01-02 17:05:48",31632,"15th & F St NE",31228,"8th & H St NW",W21483,Member
791456,"2017-01-02 16:49:13","2017-01-02 17:02:24",31615,"6th & H St NE",31634,"3rd & Tingey St SE",W01047,Member
817525,"2017-01-02 16:49:14","2017-01-02 17:02:52",31232,"7th & F St NW / National Portrait Gallery",31618,"4th & East Capitol St NE",W00739,Member
1014017,"2017-01-02 16:49:28","2017-01-02 17:06:22",31228,"8th & H St NW",31213,"17th & K St NW",W21860,Casual
1014538,"2017-01-02 16:49:29","2017-01-02 17:06:24",31228,"8th & H St NW",31213,"17th & K St NW",W00601,Casual
769374,"2017-01-02 16:49:39","2017-01-02 17:02:28",31615,"6th & H St NE",31634,"3rd & Tingey St SE",W22475,Member
223181,"2017-01-02 16:49:41","2017-01-02 16:53:24",31281,"8th & O St NW",31203,"14th & Rhode Island Ave NW",W00956,Member
191353,"2017-01-02 16:49:49","2017-01-02 16:53:00",31641,"2nd St & Massachusetts Ave NE",31616,"3rd & H St NE",W00619,Member
369089,"2017-01-02 16:49:50","2017-01-02 16:55:59",31644,"12th St & Pennsylvania Ave SE",31608,"8th & Eye St SE / Barracks Row",W21151,Member
982276,"2017-01-02 16:49:51","2017-01-02 17:06:14",31121,"Calvert St & Woodley Pl NW",31312,"Wisconsin Ave & O St NW",W01070,Casual
532641,"2017-01-02 16:49:57","2017-01-02 16:58:50",31644,"12th St & Pennsylvania Ave SE",31608,"8th & Eye St SE / Barracks Row",W22723,Member
548374,"2017-01-02 16:50:05","2017-01-02 16:59:13",31228,"8th & H St NW",31245,"7th & R St NW / Shaw Library",W22610,Member
982228,"2017-01-02 16:50:06","2017-01-02 17:06:29",31121,"Calvert St & Woodley Pl NW",31312,"Wisconsin Ave & O St NW",W22282,Casual
435882,"2017-01-02 16:50:19","2017-01-02 16:57:35",31212,"21st & M St NW",31229,"New Hampshire Ave & T St NW",W22937,Member
864877,"2017-01-02 16:52:29","2017-01-02 17:06:54",31602,"Park Rd & Holmead Pl NW",31234,"20th & O St NW / Dupont South",W21691,Member
169262,"2017-01-02 16:53:26","2017-01-02 16:56:16",31238,"14th & G St NW",31283,"14th & L St NW",W21091,Member
596859,"2017-01-02 16:53:35","2017-01-02 17:03:32",31037,"Ballston Metro / N Stuart & 9th St N",31901,"Washington Blvd & N Frederick St",W01184,Member
787473,"2017-01-02 16:53:42","2017-01-02 17:06:49",31602,"Park Rd & Holmead Pl NW",31234,"20th & O St NW / Dupont South",W22374,Member
335610,"2017-01-02 16:53:44","2017-01-02 16:59:19",31310,"Connecticut & Nebraska Ave NW",31315,"McKinley St & Connecticut Ave NW",W23159,Member
1453311,"2017-01-02 16:54:07","2017-01-02 17:18:20",31111,"10th & U St NW",31201,"15th & P St NW",W20466,Member
1505714,"2017-01-02 16:54:15","2017-01-02 17:19:21",31264,"6th St & Indiana Ave NW",31290,"17th St & Independence Ave SW",W01001,Casual
533094,"2017-01-02 16:54:15","2017-01-02 17:03:08",31053,"Columbia Pike & S Courthouse Rd",31006,"S Joyce & Army Navy Dr",W21195,Member
1531931,"2017-01-02 16:54:17","2017-01-02 17:19:49",31264,"6th St & Indiana Ave NW",31290,"17th St & Independence Ave SW",W22934,Casual
429488,"2017-01-02 16:54:38","2017-01-02 17:01:48",31600,"5th & K St NW",31603,"1st & M St NE",W22822,Member
407808,"2017-01-02 16:54:58","2017-01-02 17:01:46",31300,"Van Ness Metro / UDC",31308,"39th & Veazey St NW",W21436,Member
1294479,"2017-01-02 16:55:37","2017-01-02 17:17:12",31614,"11th & H St NE",31616,"3rd & H St NE",W21748,Member
482177,"2017-01-02 16:55:51","2017-01-02 17:03:53",31212,"21st & M St NW",31101,"14th & V St NW",W22422,Member
112394,"2017-01-02 16:56:17","2017-01-02 16:58:09",31214,"17th & Corcoran St NW",31229,"New Hampshire Ave & T St NW",W22674,Member
1241037,"2017-01-02 16:56:20","2017-01-02 17:17:01",31215,"Georgetown Harbor / 30th St NW",31116,"California St & Florida Ave NW",W20942,Member
140157,"2017-01-02 16:56:21","2017-01-02 16:58:41",31214,"17th & Corcoran St NW",31229,"New Hampshire Ave & T St NW",W22347,Member
1302242,"2017-01-02 16:56:41","2017-01-02 17:18:23",31270,"8th & D St NW",31611,"13th & H St NE",W22798,Member
631181,"2017-01-02 16:56:49","2017-01-02 17:07:20",31102,"11th & Kenyon St NW",31201,"15th & P St NW",W00193,Member
672770,"2017-01-02 16:57:32","2017-01-02 17:08:45",31124,"14th & Irving St NW",31214,"17th & Corcoran St NW",W01387,Member
463706,"2017-01-02 16:58:12","2017-01-02 17:05:56",31288,"4th St & Madison Dr NW",31108,"4th & M St SW",W00486,Member
288549,"2017-01-02 16:58:18","2017-01-02 17:03:07",31271,"Constitution Ave & 2nd St NW/DOL",31271,"Constitution Ave & 2nd St NW/DOL",W22161,Member
274744,"2017-01-02 16:58:20","2017-01-02 17:02:55",31271,"Constitution Ave & 2nd St NW/DOL",31271,"Constitution Ave & 2nd St NW/DOL",W22875,Member
446146,"2017-01-02 16:58:20","2017-01-02 17:05:46",31638,"1st & H St NW",31506,"1st & Rhode Island Ave NW",W23019,Member
593434,"2017-01-02 16:58:35","2017-01-02 17:08:29",31101,"14th & V St NW",31286,"11th & O St NW",W21813,Member
383101,"2017-01-02 16:59:14","2017-01-02 17:05:37",31124,"14th & Irving St NW",31229,"New Hampshire Ave & T St NW",W00479,Member
326641,"2017-01-02 17:00:35","2017-01-02 17:06:01",31109,"7th & T St NW",31202,"14th & R St NW",W23059,Member
929370,"2017-01-02 17:00:59","2017-01-02 17:16:29",31201,"15th & P St NW",31600,"5th & K St NW",W21437,Casual
1505328,"2017-01-02 17:01:17","2017-01-02 17:26:22",31713,"Division Ave & Foote St NE",31707,"Benning Rd & East Capitol St NE / Benning Rd Metro",W20081,Member
468932,"2017-01-02 17:02:37","2017-01-02 17:10:26",31618,"4th & East Capitol St NE",31638,"1st & H St NW",W21203,Member
669970,"2017-01-02 17:02:51","2017-01-02 17:14:01",31214,"17th & Corcoran St NW",31105,"14th & Harvard St NW",W20643,Member
752345,"2017-01-02 17:02:59","2017-01-02 17:15:31",32029,"Offutt Ln & Chevy Chase Dr",31319,"Wisconsin Ave & Brandywine St NW",W00514,Member
840015,"2017-01-02 17:03:04","2017-01-02 17:17:04",31258,"Lincoln Memorial",31241,"Thomas Circle",W01224,Member
1440111,"2017-01-02 17:03:35","2017-01-02 17:27:35",31122,"16th & Irving St NW",31255,"24th & N St NW",W20963,Member
1416433,"2017-01-02 17:03:35","2017-01-02 17:27:11",31122,"16th & Irving St NW",31255,"24th & N St NW",W22954,Member
4075471,"2017-01-02 17:03:47","2017-01-02 18:11:42",31247,"Jefferson Dr & 14th St SW",31247,"Jefferson Dr & 14th St SW",W20293,Casual
4067342,"2017-01-02 17:03:55","2017-01-02 18:11:43",31247,"Jefferson Dr & 14th St SW",31247,"Jefferson Dr & 14th St SW",W22253,Casual
512274,"2017-01-02 17:03:56","2017-01-02 17:12:28",31214,"17th & Corcoran St NW",31237,"25th St & Pennsylvania Ave NW",W00921,Member
357294,"2017-01-02 17:04:26","2017-01-02 17:10:23",31201,"15th & P St NW",31278,"18th & R St NW",W22415,Member
375142,"2017-01-02 17:04:33","2017-01-02 17:10:48",31104,"Adams Mill & Columbia Rd NW",31200,"Massachusetts Ave & Dupont Circle NW",W20323,Member
338372,"2017-01-02 17:04:58","2017-01-02 17:10:37",31214,"17th & Corcoran St NW",31116,"California St & Florida Ave NW",W00736,Member
359028,"2017-01-02 17:05:35","2017-01-02 17:11:34",31117,"15th & Euclid St  NW",31214,"17th & Corcoran St NW",W22508,Member
408039,"2017-01-02 17:06:02","2017-01-02 17:12:50",31237,"25th St & Pennsylvania Ave NW",31237,"25th St & Pennsylvania Ave NW",W22945,Member
280677,"2017-01-02 17:06:04","2017-01-02 17:10:44",31286,"11th & O St NW",31201,"15th & P St NW",W23252,Member
272850,"2017-01-02 17:06:20","2017-01-02 17:10:52",31286,"11th & O St NW",31201,"15th & P St NW",W20028,Member
830543,"2017-01-02 17:06:56","2017-01-02 17:20:47",31207,"Georgia Ave and Fairmont St NW",31500,"4th & W St NE",W01444,Member
92371,"2017-01-02 17:06:58","2017-01-02 17:08:31",31509,"New Jersey Ave & R St NW",31245,"7th & R St NW / Shaw Library",W01043,Member
647949,"2017-01-02 17:07:52","2017-01-02 17:18:40",31251,"12th & L St NW",31101,"14th & V St NW",W22730,Member
148436,"2017-01-02 17:09:02","2017-01-02 17:11:31",32028,"Norfolk & Rugby Ave",32000,"Norfolk Ave & Fairmont St",W00917,Member
194472,"2017-01-02 17:09:22","2017-01-02 17:12:37",31245,"7th & R St NW / Shaw Library",31202,"14th & R St NW",W01043,Member
610105,"2017-01-02 17:10:02","2017-01-02 17:20:12",31310,"Connecticut & Nebraska Ave NW",31307,"3000 Connecticut Ave NW / National Zoo",W00520,Member
3329861,"2017-01-02 17:10:19","2017-01-02 18:05:49",31231,"14th & D St NW / Ronald Reagan Building",31619,"Lincoln Park / 13th & East Capitol St NE ",W20167,Casual
495455,"2017-01-02 17:10:25","2017-01-02 17:18:40",31628,"1st & K St SE",31641,"2nd St & Massachusetts Ave NE",W22141,Member
1370860,"2017-01-02 17:10:45","2017-01-02 17:33:35",31257,"22nd & I St NW / Foggy Bottom",31006,"S Joyce & Army Navy Dr",W00965,Member
578794,"2017-01-02 17:10:59","2017-01-02 17:20:38",31275,"New Hampshire Ave & 24th St NW",31201,"15th & P St NW",W21989,Member
363748,"2017-01-02 17:11:12","2017-01-02 17:17:16",31278,"18th & R St NW",31201,"15th & P St NW",W22415,Member
1334831,"2017-01-02 17:11:13","2017-01-02 17:33:28",31102,"11th & Kenyon St NW",31272,"Washington & Independence Ave SW/HHS",W20751,Member
657835,"2017-01-02 17:11:30","2017-01-02 17:22:28",31638,"1st & H St NW",31611,"13th & H St NE",W22040,Member
348194,"2017-01-02 17:11:42","2017-01-02 17:17:30",31214,"17th & Corcoran St NW",31245,"7th & R St NW / Shaw Library",W21830,Member
260728,"2017-01-02 17:11:44","2017-01-02 17:16:05",31288,"4th St & Madison Dr NW",31620,"5th & F St NW",W20835,Member
417518,"2017-01-02 17:11:47","2017-01-02 17:18:45",31202,"14th & R St NW",31110,"20th St & Florida Ave NW",W23059,Member
969979,"2017-01-02 17:12:39","2017-01-02 17:28:49",31518,"New York Ave & Hecht Ave NE",31607,"14th & D St SE",W21915,Casual
352530,"2017-01-02 17:13:30","2017-01-02 17:19:22",31264,"6th St & Indiana Ave NW",31600,"5th & K St NW",W01052,Member
209599,"2017-01-02 17:13:42","2017-01-02 17:17:12",31117,"15th & Euclid St  NW",31101,"14th & V St NW",W21814,Member
387277,"2017-01-02 17:13:50","2017-01-02 17:20:18",31251,"12th & L St NW",31232,"7th & F St NW / National Portrait Gallery",W00408,Member
415432,"2017-01-02 17:14:15","2017-01-02 17:21:10",31124,"14th & Irving St NW",31115,"Columbia Rd & Georgia Ave NW",W22594,Member
552906,"2017-01-02 17:15:55","2017-01-02 17:25:07",31507,"1st & Washington Hospital Center NW",31600,"5th & K St NW",W01312,Member
611368,"2017-01-02 17:16:07","2017-01-02 17:26:18",31254,"15th & K St NW",31237,"25th St & Pennsylvania Ave NW",W01108,Member
421823,"2017-01-02 17:16:23","2017-01-02 17:23:25",31302,"Wisconsin Ave & Newark St NW",31303,"Tenleytown / Wisconsin Ave & Albemarle St NW",W22517,Member
948251,"2017-01-02 17:16:24","2017-01-02 17:32:12",31264,"6th St & Indiana Ave NW",31632,"15th & F St NE",W20876,Member
720962,"2017-01-02 17:16:29","2017-01-02 17:28:30",31121,"Calvert St & Woodley Pl NW",31119,"14th & Belmont St NW",W20364,Member
260442,"2017-01-02 17:16:48","2017-01-02 17:21:09",32053,"Medical Center Metro ",32027,"Battery Ln & Trolley Trail",W21827,Member
237105,"2017-01-02 17:17:36","2017-01-02 17:21:33",31124,"14th & Irving St NW",31103,"16th & Harvard St NW",W21768,Member
1475058,"2017-01-02 17:17:56","2017-01-02 17:42:31",31401,"14th St & Spring Rd NW",31615,"6th & H St NE",W20915,Member
746029,"2017-01-02 17:18:23","2017-01-02 17:30:49",31401,"14th St & Spring Rd NW",31109,"7th & T St NW",W21240,Member
408214,"2017-01-02 17:18:26","2017-01-02 17:25:14",31307,"3000 Connecticut Ave NW / National Zoo",31313,"Connecticut Ave & Tilden St NW",W21607,Member
1110025,"2017-01-02 17:19:03","2017-01-02 17:37:33",31115,"Columbia Rd & Georgia Ave NW",31641,"2nd St & Massachusetts Ave NE",W22916,Member
390739,"2017-01-02 17:19:25","2017-01-02 17:25:56",31124,"14th & Irving St NW",31121,"Calvert St & Woodley Pl NW",W00841,Member
963563,"2017-01-02 17:19:47","2017-01-02 17:35:50",31600,"5th & K St NW",31108,"4th & M St SW",W21437,Member
315449,"2017-01-02 17:20:09","2017-01-02 17:25:25",31114,"18th St & Wyoming Ave NW",31121,"Calvert St & Woodley Pl NW",W21021,Member
555330,"2017-01-02 17:20:35","2017-01-02 17:29:50",31113,"Columbia Rd & Belmont St NW",31201,"15th & P St NW",W21378,Member
300297,"2017-01-02 17:21:04","2017-01-02 17:26:05",31030,"Lee Hwy & N Adams St",31017,"Wilson Blvd & N Uhle St",W01436,Member
293542,"2017-01-02 17:21:18","2017-01-02 17:26:12",31282,"16th & R St NW",31110,"20th St & Florida Ave NW",W00543,Member
471005,"2017-01-02 17:21:48","2017-01-02 17:29:39",31290,"17th St & Independence Ave SW",31230,"Metro Center / 12th & G St NW",W22656,Member
1003001,"2017-01-02 17:22:03","2017-01-02 17:38:46",31602,"Park Rd & Holmead Pl NW",31201,"15th & P St NW",W20574,Member
442975,"2017-01-02 17:22:21","2017-01-02 17:29:44",31302,"Wisconsin Ave & Newark St NW",31303,"Tenleytown / Wisconsin Ave & Albemarle St NW",W22301,Member
891566,"2017-01-02 17:22:30","2017-01-02 17:37:21",31103,"16th & Harvard St NW",31101,"14th & V St NW",W00954,Member
1148736,"2017-01-02 17:22:47","2017-01-02 17:41:56",31200,"Massachusetts Ave & Dupont Circle NW",31117,"15th & Euclid St  NW",W20323,Member
324794,"2017-01-02 17:23:28","2017-01-02 17:28:52",32053,"Medical Center Metro ",32027,"Battery Ln & Trolley Trail",W20490,Member
445221,"2017-01-02 17:23:40","2017-01-02 17:31:05",31503,"Florida Ave & R St NW",31281,"8th & O St NW",W20239,Member
1137761,"2017-01-02 17:24:36","2017-01-02 17:43:34",31120,"10th & Florida Ave NW",31507,"1st & Washington Hospital Center NW",W23182,Member
268374,"2017-01-02 17:24:58","2017-01-02 17:29:26",31244,"4th & E St SW",31108,"4th & M St SW",W01430,Member
782466,"2017-01-02 17:25:10","2017-01-02 17:38:13",31241,"Thomas Circle",31627,"3rd & M St NE",W21168,Member
165983,"2017-01-02 17:25:20","2017-01-02 17:28:06",31643,"1st & D St SE",31628,"1st & K St SE",W01309,Member
987238,"2017-01-02 17:25:51","2017-01-02 17:42:19",31122,"16th & Irving St NW",31281,"8th & O St NW",W00847,Member
333665,"2017-01-02 17:25:54","2017-01-02 17:31:27",31201,"15th & P St NW",31229,"New Hampshire Ave & T St NW",W21125,Member
418443,"2017-01-02 17:26:26","2017-01-02 17:33:24",31109,"7th & T St NW",31119,"14th & Belmont St NW",W00891,Member
1031551,"2017-01-02 17:27:16","2017-01-02 17:44:27",31115,"Columbia Rd & Georgia Ave NW",31267,"17th St & Massachusetts Ave NW",W21596,Member
862906,"2017-01-02 17:28:06","2017-01-02 17:42:29",31102,"11th & Kenyon St NW",31283,"14th & L St NW",W00732,Member
481809,"2017-01-02 17:28:14","2017-01-02 17:36:16",31123,"14th & Girard St NW",31400,"Georgia & New Hampshire Ave NW",W00239,Member
366208,"2017-01-02 17:28:18","2017-01-02 17:34:25",31108,"4th & M St SW",31218,"L'Enfant Plaza / 7th & C St SW",W20518,Member
318281,"2017-01-02 17:28:51","2017-01-02 17:34:09",31228,"8th & H St NW",31281,"8th & O St NW",W21483,Member
866001,"2017-01-02 17:29:35","2017-01-02 17:44:01",31503,"Florida Ave & R St NW",31239,"Rhode Island & Connecticut Ave NW",W01364,Member
207973,"2017-01-02 17:29:56","2017-01-02 17:33:24",31214,"17th & Corcoran St NW",31234,"20th & O St NW / Dupont South",W20435,Member
888928,"2017-01-02 17:29:59","2017-01-02 17:44:48",31103,"16th & Harvard St NW",31600,"5th & K St NW",W00822,Member
272080,"2017-01-02 17:30:14","2017-01-02 17:34:46",31802,"Good Hope Rd & MLK Ave SE",31801,"Anacostia Metro",W20693,Member
581296,"2017-01-02 17:30:18","2017-01-02 17:39:59",31628,"1st & K St SE",31108,"4th & M St SW",W01309,Member
1688784,"2017-01-02 17:31:01","2017-01-02 17:59:10",31113,"Columbia Rd & Belmont St NW",31246,"M St & Pennsylvania Ave NW",W22439,Member
78579,"2017-01-02 17:31:16","2017-01-02 17:32:35",31229,"New Hampshire Ave & T St NW",31214,"17th & Corcoran St NW",W00479,Member
357039,"2017-01-02 17:31:32","2017-01-02 17:37:29",31203,"14th & Rhode Island Ave NW",31234,"20th & O St NW / Dupont South",W00318,Casual
