"Duration (ms)","Start date","End date","Start station number","Start station","End station number","End station","Bike number","Member type"
890200,"2017-01-04 17:57:24","2017-01-04 18:12:14",31034,"N Randolph St & Fairfax Dr",31080,"Lee Hwy & N Scott St",W00418,Member
1462283,"2017-01-04 17:57:30","2017-01-04 18:21:52",31241,"Thomas Circle",31405,"Georgia Ave & Emerson St NW",W22916,Member
743992,"2017-01-04 17:57:34","2017-01-04 18:09:58",31283,"14th & L St NW",31623,"Columbus Circle / Union Station",W20153,Member
977502,"2017-01-04 17:57:35","2017-01-04 18:13:52",31227,"13th St & New York Ave NW",31124,"14th & Irving St NW",W20364,Member
194034,"2017-01-04 17:57:38","2017-01-04 18:00:52",31623,"Columbus Circle / Union Station",31615,"6th & H St NE",W00312,Member
311504,"2017-01-04 17:57:39","2017-01-04 18:02:50",31617,"Bladensburg Rd & Benning Rd NE",31630,"15th & East Capitol St NE",W22619,Member
786984,"2017-01-04 17:57:43","2017-01-04 18:10:50",31258,"Lincoln Memorial",31267,"17th St & Massachusetts Ave NW",W22546,Member
938667,"2017-01-04 17:57:45","2017-01-04 18:13:23",31261,"21st St & Constitution Ave NW",31628,"1st & K St SE",W20026,Casual
1030084,"2017-01-04 17:57:52","2017-01-04 18:15:02",31222,"New York Ave & 15th St NW",31616,"3rd & H St NE",W00273,Member
223090,"2017-01-04 17:57:52","2017-01-04 18:01:35",31400,"Georgia & New Hampshire Ave NW",31602,"Park Rd & Holmead Pl NW",W21323,Member
622369,"2017-01-04 17:57:52","2017-01-04 18:08:15",31619,"Lincoln Park / 13th & East Capitol St NE ",31623,"Columbus Circle / Union Station",W21856,Member
758183,"2017-01-04 17:57:55","2017-01-04 18:10:34",31212,"21st & M St NW",31101,"14th & V St NW",W20203,Member
464713,"2017-01-04 17:57:56","2017-01-04 18:05:41",31103,"16th & Harvard St NW",31114,"18th St & Wyoming Ave NW",W21588,Member
242777,"2017-01-04 17:58:00","2017-01-04 18:02:02",31105,"14th & Harvard St NW",31101,"14th & V St NW",W21609,Member
1081185,"2017-01-04 17:58:01","2017-01-04 18:16:02",31201,"15th & P St NW",31102,"11th & Kenyon St NW",W23259,Member
486343,"2017-01-04 17:58:08","2017-01-04 18:06:14",31042,"Market Square / King St & Royal St",31047,"Braddock Rd Metro",W21663,Member
553969,"2017-01-04 17:58:09","2017-01-04 18:07:23",31275,"New Hampshire Ave & 24th St NW",31110,"20th St & Florida Ave NW",W01421,Member
410734,"2017-01-04 17:58:09","2017-01-04 18:05:00",31239,"Rhode Island & Connecticut Ave NW",31229,"New Hampshire Ave & T St NW",W22633,Member
1476904,"2017-01-04 17:58:10","2017-01-04 18:22:47",31629,"8th & East Capitol St NE",31223,"Convention Center / 7th & M St NW",W20392,Member
752993,"2017-01-04 17:58:11","2017-01-04 18:10:44",32029,"Offutt Ln & Chevy Chase Dr",31317,"Wisconsin Ave & Ingomar St NW",W22232,Member
359282,"2017-01-04 17:58:13","2017-01-04 18:04:12",31047,"Braddock Rd Metro",31097,"Saint Asaph & Madison St",W20519,Member
1583073,"2017-01-04 17:58:19","2017-01-04 18:24:42",31278,"18th & R St NW",31411,"Georgia & Missouri Ave NW",W00016,Member
788390,"2017-01-04 17:58:19","2017-01-04 18:11:28",31283,"14th & L St NW",31275,"New Hampshire Ave & 24th St NW",W21116,Member
816243,"2017-01-04 17:58:21","2017-01-04 18:11:58",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31624,"North Capitol St & F St NW",W01233,Member
484851,"2017-01-04 17:58:21","2017-01-04 18:06:26",31007,"Crystal City Metro / 18th & Bell St",31006,"S Joyce & Army Navy Dr",W20622,Member
1363075,"2017-01-04 17:58:27","2017-01-04 18:21:10",31628,"1st & K St SE",31283,"14th & L St NW",W20492,Member
1242540,"2017-01-04 17:58:29","2017-01-04 18:19:12",31640,"Maryland Ave & E St NE",31628,"1st & K St SE",W22630,Member
167885,"2017-01-04 17:58:31","2017-01-04 18:01:19",31201,"15th & P St NW",31282,"16th & R St NW",W22118,Member
277075,"2017-01-04 17:58:34","2017-01-04 18:03:11",31215,"Georgetown Harbor / 30th St NW",31275,"New Hampshire Ave & 24th St NW",W20085,Member
500888,"2017-01-04 17:58:34","2017-01-04 18:06:55",31611,"13th & H St NE",31627,"3rd & M St NE",W22746,Member
2014674,"2017-01-04 17:58:42","2017-01-04 18:32:16",31022,"Clarendon Metro / Wilson Blvd & N Highland St",31022,"Clarendon Metro / Wilson Blvd & N Highland St",W20800,Member
177213,"2017-01-04 17:58:43","2017-01-04 18:01:40",31223,"Convention Center / 7th & M St NW",31281,"8th & O St NW",W20776,Member
505498,"2017-01-04 17:58:48","2017-01-04 18:07:14",31263,"10th & K St NW",31109,"7th & T St NW",W22293,Member
1320958,"2017-01-04 17:58:49","2017-01-04 18:20:49",31224,"19th & L St NW",31014,"Lynn & 19th St North",W21790,Member
1208573,"2017-01-04 17:58:54","2017-01-04 18:19:02",31507,"1st & Washington Hospital Center NW",31508,"Gallaudet / 8th St & Florida Ave NE",W21759,Member
187695,"2017-01-04 17:58:57","2017-01-04 18:02:05",31017,"Wilson Blvd & N Uhle St",31029,"N Veitch  & 20th St N",W20439,Member
172358,"2017-01-04 17:59:02","2017-01-04 18:01:55",31600,"5th & K St NW",31642,"New Jersey Ave & L St NW",W22263,Member
426371,"2017-01-04 17:59:09","2017-01-04 18:06:16",31272,"Washington & Independence Ave SW/HHS",31265,"5th St & Massachusetts Ave NW",W20340,Member
203086,"2017-01-04 17:59:10","2017-01-04 18:02:33",31024,"Virginia Square Metro / N Monroe St & 9th St N",31025,"Central Library / N Quincy St & 10th St N",W21095,Member
825320,"2017-01-04 17:59:14","2017-01-04 18:12:59",31251,"12th & L St NW",31246,"M St & Pennsylvania Ave NW",W00332,Member
679645,"2017-01-04 17:59:16","2017-01-04 18:10:36",31640,"Maryland Ave & E St NE",31606,"Potomac & Pennsylvania Ave SE",W21593,Member
409292,"2017-01-04 17:59:22","2017-01-04 18:06:12",31408,"Takoma Metro",32011,"Maple & Ritchie Ave",W21385,Member
989548,"2017-01-04 17:59:23","2017-01-04 18:15:53",31267,"17th St & Massachusetts Ave NW",31232,"7th & F St NW / National Portrait Gallery",W00292,Member
341667,"2017-01-04 17:59:27","2017-01-04 18:05:09",31117,"15th & Euclid St  NW",31102,"11th & Kenyon St NW",W20730,Casual
768468,"2017-01-04 17:59:37","2017-01-04 18:12:25",31117,"15th & Euclid St  NW",31404,"9th & Upshur St NW",W00238,Member
235163,"2017-01-04 17:59:41","2017-01-04 18:03:36",31265,"5th St & Massachusetts Ave NW",31642,"New Jersey Ave & L St NW",W20685,Member
343988,"2017-01-04 17:59:44","2017-01-04 18:05:28",31230,"Metro Center / 12th & G St NW",31242,"18th St & Pennsylvania Ave NW",W20123,Member
1018465,"2017-01-04 17:59:45","2017-01-04 18:16:44",31239,"Rhode Island & Connecticut Ave NW",31111,"10th & U St NW",W22223,Member
1710747,"2017-01-04 17:59:53","2017-01-04 18:28:24",31212,"21st & M St NW",31632,"15th & F St NE",W20505,Member
753564,"2017-01-04 17:59:54","2017-01-04 18:12:27",31246,"M St & Pennsylvania Ave NW",31101,"14th & V St NW",W22785,Member
148848,"2017-01-04 18:00:00","2017-01-04 18:02:29",32024,"Fenton St & Gist Ave",32058,"Sligo Ave & Carroll Ln",W00775,Member
336961,"2017-01-04 18:00:09","2017-01-04 18:05:46",31624,"North Capitol St & F St NW",31603,"1st & M St NE",W20209,Member
260468,"2017-01-04 18:00:10","2017-01-04 18:04:31",31224,"19th & L St NW",31241,"Thomas Circle",W21244,Member
780150,"2017-01-04 18:00:15","2017-01-04 18:13:15",31263,"10th & K St NW",31260,"23rd & E St NW ",W20624,Member
407348,"2017-01-04 18:00:15","2017-01-04 18:07:02",31266,"11th & M St NW",31239,"Rhode Island & Connecticut Ave NW",W22743,Member
582662,"2017-01-04 18:00:21","2017-01-04 18:10:04",31244,"4th & E St SW",31618,"4th & East Capitol St NE",W23161,Member
332119,"2017-01-04 18:00:22","2017-01-04 18:05:55",31241,"Thomas Circle",31227,"13th St & New York Ave NW",W21670,Member
502913,"2017-01-04 18:00:23","2017-01-04 18:08:46",31216,"14th St & New York Ave NW",31101,"14th & V St NW",W22946,Member
1098958,"2017-01-04 18:00:25","2017-01-04 18:18:44",31230,"Metro Center / 12th & G St NW",31234,"20th & O St NW / Dupont South",W00681,Member
207014,"2017-01-04 18:00:26","2017-01-04 18:03:53",31605,"3rd & D St SE",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",W01240,Member
791768,"2017-01-04 18:00:30","2017-01-04 18:13:42",31100,"19th St & Pennsylvania Ave NW",31225,"C & O Canal & Wisconsin Ave NW",W20813,Casual
873285,"2017-01-04 18:00:34","2017-01-04 18:15:08",31247,"Jefferson Dr & 14th St SW",31214,"17th & Corcoran St NW",W00492,Member
689000,"2017-01-04 18:00:39","2017-01-04 18:12:08",31506,"1st & Rhode Island Ave NW",31115,"Columbia Rd & Georgia Ave NW",W20239,Member
455271,"2017-01-04 18:00:39","2017-01-04 18:08:15",31201,"15th & P St NW",31101,"14th & V St NW",W21917,Member
890834,"2017-01-04 18:00:49","2017-01-04 18:15:39",31277,"17th & G St NW",31258,"Lincoln Memorial",W21682,Member
247866,"2017-01-04 18:00:50","2017-01-04 18:04:58",31279,"19th & G St NW",31213,"17th & K St NW",W22112,Member
859123,"2017-01-04 18:00:50","2017-01-04 18:15:10",31603,"1st & M St NE",31201,"15th & P St NW",W22141,Member
722520,"2017-01-04 18:00:54","2017-01-04 18:12:57",31216,"14th St & New York Ave NW",31212,"21st & M St NW",W22329,Member
1151428,"2017-01-04 18:01:05","2017-01-04 18:20:17",31627,"3rd & M St NE",31634,"3rd & Tingey St SE",W01188,Member
595091,"2017-01-04 18:01:05","2017-01-04 18:11:00",31625,"3rd & G St SE",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",W20115,Member
355186,"2017-01-04 18:01:05","2017-01-04 18:07:00",31022,"Clarendon Metro / Wilson Blvd & N Highland St",31065,"N Pershing Dr & Wayne St",W21123,Member
348745,"2017-01-04 18:01:05","2017-01-04 18:06:54",31623,"Columbus Circle / Union Station",31614,"11th & H St NE",W21616,Member
349689,"2017-01-04 18:01:11","2017-01-04 18:07:01",31401,"14th St & Spring Rd NW",31400,"Georgia & New Hampshire Ave NW",W22899,Member
715144,"2017-01-04 18:01:16","2017-01-04 18:13:11",31014,"Lynn & 19th St North",31221,"18th & M St NW",W20034,Member
1250189,"2017-01-04 18:01:18","2017-01-04 18:22:08",31235,"19th St & Constitution Ave NW",31605,"3rd & D St SE",W21927,Casual
1049196,"2017-01-04 18:01:24","2017-01-04 18:18:53",31245,"7th & R St NW / Shaw Library",31506,"1st & Rhode Island Ave NW",W01457,Member
500258,"2017-01-04 18:01:25","2017-01-04 18:09:46",31244,"4th & E St SW",31623,"Columbus Circle / Union Station",W23160,Member
627533,"2017-01-04 18:01:30","2017-01-04 18:11:58",31620,"5th & F St NW",31622,"13th & D St NE",W00175,Member
588286,"2017-01-04 18:01:33","2017-01-04 18:11:21",31264,"6th St & Indiana Ave NW",31623,"Columbus Circle / Union Station",W00737,Member
681119,"2017-01-04 18:01:33","2017-01-04 18:12:54",31238,"14th & G St NW",31255,"24th & N St NW",W21550,Member
577774,"2017-01-04 18:01:42","2017-01-04 18:11:20",31616,"3rd & H St NE",31622,"13th & D St NE",W22584,Member
196594,"2017-01-04 18:01:47","2017-01-04 18:05:04",31111,"10th & U St NW",31101,"14th & V St NW",W20383,Member
369020,"2017-01-04 18:01:50","2017-01-04 18:07:59",31516,"Rhode Island Ave Metro",31511,"12th & Irving St NE",W22728,Member
1503704,"2017-01-04 18:01:56","2017-01-04 18:26:59",32039,"Old Georgetown Rd & Southwick St",32014,"Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir",W01171,Member
782083,"2017-01-04 18:01:56","2017-01-04 18:14:58",31100,"19th St & Pennsylvania Ave NW",31600,"5th & K St NW",W20660,Casual
392923,"2017-01-04 18:02:00","2017-01-04 18:08:33",31233,"17th & K St NW / Farragut Square",31201,"15th & P St NW",W00781,Member
535625,"2017-01-04 18:02:00","2017-01-04 18:10:55",31268,"12th & U St NW",31506,"1st & Rhode Island Ave NW",W21608,Member
478432,"2017-01-04 18:02:04","2017-01-04 18:10:03",31121,"Calvert St & Woodley Pl NW",31117,"15th & Euclid St  NW",W00054,Member
1205926,"2017-01-04 18:02:05","2017-01-04 18:22:11",31609,"Maine Ave & 7th St SW",31645,"6th & K St NE",W21374,Member
1156530,"2017-01-04 18:02:19","2017-01-04 18:21:36",31215,"Georgetown Harbor / 30th St NW",31280,"11th & S St NW",W21636,Member
379026,"2017-01-04 18:02:25","2017-01-04 18:08:44",31500,"4th & W St NE",31627,"3rd & M St NE",W20673,Member
508758,"2017-01-04 18:02:29","2017-01-04 18:10:58",32053,"Medical Center Metro ",32008,"Cordell & Norfolk Ave",W21364,Member
580813,"2017-01-04 18:02:29","2017-01-04 18:12:10",31124,"14th & Irving St NW",31121,"Calvert St & Woodley Pl NW",W22285,Member
625599,"2017-01-04 18:02:31","2017-01-04 18:12:57",31307,"3000 Connecticut Ave NW / National Zoo",31200,"Massachusetts Ave & Dupont Circle NW",W22099,Member
745935,"2017-01-04 18:02:34","2017-01-04 18:15:00",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31271,"Constitution Ave & 2nd St NW/DOL",W20309,Member
790088,"2017-01-04 18:02:45","2017-01-04 18:15:55",31620,"5th & F St NW",31622,"13th & D St NE",W20703,Member
927557,"2017-01-04 18:02:54","2017-01-04 18:18:21",31247,"Jefferson Dr & 14th St SW",31257,"22nd & I St NW / Foggy Bottom",W21523,Member
870990,"2017-01-04 18:03:05","2017-01-04 18:17:36",31200,"Massachusetts Ave & Dupont Circle NW",31624,"North Capitol St & F St NW",W23061,Member
731849,"2017-01-04 18:03:06","2017-01-04 18:15:18",31119,"14th & Belmont St NW",31254,"15th & K St NW",W01279,Member
1418766,"2017-01-04 18:03:20","2017-01-04 18:26:59",32039,"Old Georgetown Rd & Southwick St",32014,"Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir",W22136,Member
436179,"2017-01-04 18:03:24","2017-01-04 18:10:40",31239,"Rhode Island & Connecticut Ave NW",31286,"11th & O St NW",W01404,Member
485660,"2017-01-04 18:03:26","2017-01-04 18:11:31",31200,"Massachusetts Ave & Dupont Circle NW",31116,"California St & Florida Ave NW",W22907,Member
744948,"2017-01-04 18:03:28","2017-01-04 18:15:53",31233,"17th & K St NW / Farragut Square",31624,"North Capitol St & F St NW",W00654,Member
216468,"2017-01-04 18:03:29","2017-01-04 18:07:05",31233,"17th & K St NW / Farragut Square",31267,"17th St & Massachusetts Ave NW",W23140,Member
968950,"2017-01-04 18:03:31","2017-01-04 18:19:39",31401,"14th St & Spring Rd NW",31212,"21st & M St NW",W01449,Member
535382,"2017-01-04 18:03:39","2017-01-04 18:12:35",31279,"19th & G St NW",31114,"18th St & Wyoming Ave NW",W20687,Member
767540,"2017-01-04 18:03:44","2017-01-04 18:16:32",31239,"Rhode Island & Connecticut Ave NW",31503,"Florida Ave & R St NW",W00988,Member
700169,"2017-01-04 18:03:46","2017-01-04 18:15:26",31401,"14th St & Spring Rd NW",31229,"New Hampshire Ave & T St NW",W22521,Member
346006,"2017-01-04 18:03:50","2017-01-04 18:09:36",31600,"5th & K St NW",31509,"New Jersey Ave & R St NW",W21779,Member
1335546,"2017-01-04 18:03:56","2017-01-04 18:26:12",31211,"Kennedy Center",31618,"4th & East Capitol St NE",W00324,Member
415379,"2017-01-04 18:04:00","2017-01-04 18:10:55",31257,"22nd & I St NW / Foggy Bottom",31255,"24th & N St NW",W20260,Member
1370639,"2017-01-04 18:04:01","2017-01-04 18:26:51",31279,"19th & G St NW",31636,"New Jersey Ave & N St NW/Dunbar HS",W22479,Member
1729228,"2017-01-04 18:04:06","2017-01-04 18:32:56",31215,"Georgetown Harbor / 30th St NW",31404,"9th & Upshur St NW",W21834,Casual
303226,"2017-01-04 18:04:07","2017-01-04 18:09:10",31121,"Calvert St & Woodley Pl NW",31114,"18th St & Wyoming Ave NW",W22800,Member
575116,"2017-01-04 18:04:11","2017-01-04 18:13:46",31266,"11th & M St NW",31239,"Rhode Island & Connecticut Ave NW",W00669,Member
1339770,"2017-01-04 18:04:16","2017-01-04 18:26:36",31600,"5th & K St NW",31512,"Neal St & Trinidad Ave NE",W22169,Member
1687547,"2017-01-04 18:04:16","2017-01-04 18:32:23",31233,"17th & K St NW / Farragut Square",31404,"9th & Upshur St NW",W22393,Member
625569,"2017-01-04 18:04:28","2017-01-04 18:14:53",31200,"Massachusetts Ave & Dupont Circle NW",31283,"14th & L St NW",W21202,Member
419144,"2017-01-04 18:04:34","2017-01-04 18:11:33",31213,"17th & K St NW",31214,"17th & Corcoran St NW",W00097,Member
519079,"2017-01-04 18:04:34","2017-01-04 18:13:13",31273,"Hains Point/Buckeye & Ohio Dr SW",31217,"USDA / 12th & Independence Ave SW",W01217,Member
593279,"2017-01-04 18:04:35","2017-01-04 18:14:29",31202,"14th & R St NW",31256,"10th & E St NW",W22528,Member
794823,"2017-01-04 18:04:35","2017-01-04 18:17:50",31066,"Columbia Pike & S Orme St",31060,"S Arlington Mill Dr & Campbell Ave",W22792,Member
1000120,"2017-01-04 18:04:41","2017-01-04 18:21:21",31265,"5th St & Massachusetts Ave NW",31628,"1st & K St SE",W00157,Member
217368,"2017-01-04 18:04:42","2017-01-04 18:08:20",31234,"20th & O St NW / Dupont South",31237,"25th St & Pennsylvania Ave NW",W20089,Member
171907,"2017-01-04 18:04:49","2017-01-04 18:07:41",31007,"Crystal City Metro / 18th & Bell St",31011,"23rd & Crystal Dr",W00965,Member
260486,"2017-01-04 18:04:51","2017-01-04 18:09:12",31291,"Vermont Ave & I St NW",31251,"12th & L St NW",W00946,Member
125862,"2017-01-04 18:04:57","2017-01-04 18:07:03",31214,"17th & Corcoran St NW",31278,"18th & R St NW",W20228,Member
383791,"2017-01-04 18:05:05","2017-01-04 18:11:28",31206,"19th & E Street NW",31222,"New York Ave & 15th St NW",W21349,Member
491433,"2017-01-04 18:05:12","2017-01-04 18:13:24",31277,"17th & G St NW",31230,"Metro Center / 12th & G St NW",W01255,Member
1257027,"2017-01-04 18:05:30","2017-01-04 18:26:27",31265,"5th St & Massachusetts Ave NW",31400,"Georgia & New Hampshire Ave NW",W21879,Member
1365492,"2017-01-04 18:05:42","2017-01-04 18:28:27",31243,"4th & C St SW",31123,"14th & Girard St NW",W00280,Member
143477,"2017-01-04 18:05:42","2017-01-04 18:08:05",31308,"39th & Veazey St NW",31303,"Tenleytown / Wisconsin Ave & Albemarle St NW",W20205,Member
618204,"2017-01-04 18:05:53","2017-01-04 18:16:11",31600,"5th & K St NW",31244,"4th & E St SW",W01323,Member
1164006,"2017-01-04 18:05:54","2017-01-04 18:25:18",31225,"C & O Canal & Wisconsin Ave NW",31111,"10th & U St NW",W21546,Member
408582,"2017-01-04 18:05:57","2017-01-04 18:12:46",31637,"North Capitol St & G Pl NE",31612,"D St & Maryland Ave NE",W21849,Member
980263,"2017-01-04 18:06:04","2017-01-04 18:22:24",31239,"Rhode Island & Connecticut Ave NW",31611,"13th & H St NE",W22727,Member
273995,"2017-01-04 18:06:10","2017-01-04 18:10:44",31109,"7th & T St NW",31268,"12th & U St NW",W01227,Member
475581,"2017-01-04 18:06:16","2017-01-04 18:14:12",31042,"Market Square / King St & Royal St",31047,"Braddock Rd Metro",W20978,Member
236018,"2017-01-04 18:06:17","2017-01-04 18:10:13",31640,"Maryland Ave & E St NE",31615,"6th & H St NE",W22437,Member
236481,"2017-01-04 18:06:19","2017-01-04 18:10:15",31089,"Court House Metro / 15th & N Uhle St ",31079,"Lee Hwy & N Cleveland St",W01065,Member
1235905,"2017-01-04 18:06:19","2017-01-04 18:26:55",31254,"15th & K St NW",31304,"36th & Calvert St NW / Glover Park",W01147,Member
771834,"2017-01-04 18:06:24","2017-01-04 18:19:16",31108,"4th & M St SW",31623,"Columbus Circle / Union Station",W20200,Member
627729,"2017-01-04 18:06:42","2017-01-04 18:17:10",31218,"L'Enfant Plaza / 7th & C St SW",31227,"13th St & New York Ave NW",W00466,Member
351689,"2017-01-04 18:06:47","2017-01-04 18:12:39",31643,"1st & D St SE",31209,"1st & N St  SE",W21638,Member
329681,"2017-01-04 18:06:47","2017-01-04 18:12:17",31623,"Columbus Circle / Union Station",31614,"11th & H St NE",W23231,Member
458754,"2017-01-04 18:06:51","2017-01-04 18:14:30",31253,"19th & K St NW",31211,"Kennedy Center",W21060,Member
662095,"2017-01-04 18:06:55","2017-01-04 18:17:57",31643,"1st & D St SE",31638,"1st & H St NW",W22848,Member
1085813,"2017-01-04 18:06:56","2017-01-04 18:25:02",31258,"Lincoln Memorial",31014,"Lynn & 19th St North",W22769,Member
358967,"2017-01-04 18:06:57","2017-01-04 18:12:56",31623,"Columbus Circle / Union Station",31640,"Maryland Ave & E St NE",W20394,Member
195003,"2017-01-04 18:07:03","2017-01-04 18:10:18",31037,"Ballston Metro / N Stuart & 9th St N",31039,"Wilson Blvd & N Quincy St",W22554,Member
360398,"2017-01-04 18:07:13","2017-01-04 18:13:13",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31622,"13th & D St NE",W21741,Member
588053,"2017-01-04 18:07:22","2017-01-04 18:17:10",31233,"17th & K St NW / Farragut Square",31281,"8th & O St NW",W22442,Member
266734,"2017-01-04 18:07:25","2017-01-04 18:11:52",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31607,"14th & D St SE",W01240,Member
310136,"2017-01-04 18:07:27","2017-01-04 18:12:37",31201,"15th & P St NW",31268,"12th & U St NW",W22734,Member
924292,"2017-01-04 18:07:27","2017-01-04 18:22:51",31242,"18th St & Pennsylvania Ave NW",31117,"15th & Euclid St  NW",W23155,Member
3787755,"2017-01-04 18:07:28","2017-01-04 19:10:36",31623,"Columbus Circle / Union Station",31310,"Connecticut & Nebraska Ave NW",W20180,Member
1063149,"2017-01-04 18:07:29","2017-01-04 18:25:12",31234,"20th & O St NW / Dupont South",31917,"N Lynn St & Fairfax Dr",W21346,Member
1097888,"2017-01-04 18:07:31","2017-01-04 18:25:49",31014,"Lynn & 19th St North",31200,"Massachusetts Ave & Dupont Circle NW",W22217,Member
219041,"2017-01-04 18:07:32","2017-01-04 18:11:11",31124,"14th & Irving St NW",31401,"14th St & Spring Rd NW",W21281,Member
514514,"2017-01-04 18:07:40","2017-01-04 18:16:14",31252,"21st St & Pennsylvania Ave NW",31203,"14th & Rhode Island Ave NW",W00341,Member
953389,"2017-01-04 18:07:40","2017-01-04 18:23:34",31637,"North Capitol St & G Pl NE",31208,"M St & New Jersey Ave SE",W00854,Member
1168257,"2017-01-04 18:07:47","2017-01-04 18:27:15",32054,"Lyttonsville Rd & Lyttonsville Pl",32055,"Woodmont Ave & Strathmore St",W00795,Member
323447,"2017-01-04 18:07:50","2017-01-04 18:13:13",31286,"11th & O St NW",31228,"8th & H St NW",W22332,Member
318443,"2017-01-04 18:07:59","2017-01-04 18:13:18",31239,"Rhode Island & Connecticut Ave NW",31266,"11th & M St NW",W00502,Member
522587,"2017-01-04 18:07:59","2017-01-04 18:16:42",31110,"20th St & Florida Ave NW",31257,"22nd & I St NW / Foggy Bottom",W22289,Member
539018,"2017-01-04 18:08:00","2017-01-04 18:16:59",31242,"18th St & Pennsylvania Ave NW",31214,"17th & Corcoran St NW",W01225,Member
216020,"2017-01-04 18:08:01","2017-01-04 18:11:37",31083,"Potomac Greens Dr & Slaters Ln",31047,"Braddock Rd Metro",W21755,Member
1458169,"2017-01-04 18:08:09","2017-01-04 18:32:28",31002,"20th & Crystal Dr",31609,"Maine Ave & 7th St SW",W20599,Member
760533,"2017-01-04 18:08:18","2017-01-04 18:20:58",31119,"14th & Belmont St NW",31228,"8th & H St NW",W01114,Member
488975,"2017-01-04 18:08:22","2017-01-04 18:16:31",31227,"13th St & New York Ave NW",31201,"15th & P St NW",W01269,Casual
671519,"2017-01-04 18:08:24","2017-01-04 18:19:35",31226,"34th St & Wisconsin Ave NW",31306,"39th & Calvert St NW / Stoddert",W20573,Member
582671,"2017-01-04 18:08:36","2017-01-04 18:18:19",31624,"North Capitol St & F St NW",31506,"1st & Rhode Island Ave NW",W01258,Member
593549,"2017-01-04 18:08:48","2017-01-04 18:18:41",31213,"17th & K St NW",31274,"10th & G St NW",W21428,Member
459507,"2017-01-04 18:08:53","2017-01-04 18:16:32",31073,"Washington Blvd & Walter Reed Dr ",31053,"Columbia Pike & S Courthouse Rd",W00638,Casual
640414,"2017-01-04 18:08:58","2017-01-04 18:19:38",31285,"22nd & P ST NW",31236,"37th & O St NW / Georgetown University",W21052,Member
287401,"2017-01-04 18:08:59","2017-01-04 18:13:46",31616,"3rd & H St NE",31614,"11th & H St NE",W22650,Member
874228,"2017-01-04 18:09:04","2017-01-04 18:23:38",31237,"25th St & Pennsylvania Ave NW",31274,"10th & G St NW",W21053,Member
709920,"2017-01-04 18:09:12","2017-01-04 18:21:02",31203,"14th & Rhode Island Ave NW",31234,"20th & O St NW / Dupont South",W00782,Member
623210,"2017-01-04 18:09:13","2017-01-04 18:19:37",31238,"14th & G St NW",31621,"4th & D St NW / Judiciary Square",W21321,Member
1603030,"2017-01-04 18:09:21","2017-01-04 18:36:04",31202,"14th & R St NW",31712,"Oklahoma Ave & D St NE",W00742,Member
273961,"2017-01-04 18:09:24","2017-01-04 18:13:58",31201,"15th & P St NW",31200,"Massachusetts Ave & Dupont Circle NW",W21223,Member
568366,"2017-01-04 18:09:25","2017-01-04 18:18:53",31254,"15th & K St NW",31237,"25th St & Pennsylvania Ave NW",W20566,Member
562647,"2017-01-04 18:09:25","2017-01-04 18:18:48",31637,"North Capitol St & G Pl NE",31230,"Metro Center / 12th & G St NW",W22311,Member
293907,"2017-01-04 18:09:28","2017-01-04 18:14:22",31408,"Takoma Metro",32026,"Carroll & Ethan Allen Ave",W20845,Member
237602,"2017-01-04 18:09:31","2017-01-04 18:13:29",31252,"21st St & Pennsylvania Ave NW",31221,"18th & M St NW",W22093,Member
491340,"2017-01-04 18:09:31","2017-01-04 18:17:42",31233,"17th & K St NW / Farragut Square",31228,"8th & H St NW",W22110,Member
235347,"2017-01-04 18:09:35","2017-01-04 18:13:31",31205,"21st & I St NW",31237,"25th St & Pennsylvania Ave NW",W20774,Member
1149432,"2017-01-04 18:09:44","2017-01-04 18:28:54",31291,"Vermont Ave & I St NW",31400,"Georgia & New Hampshire Ave NW",W22280,Member
591513,"2017-01-04 18:09:49","2017-01-04 18:19:40",31276,"15th & L St NW",31268,"12th & U St NW",W01325,Member
457177,"2017-01-04 18:09:49","2017-01-04 18:17:26",31213,"17th & K St NW",31286,"11th & O St NW",W20931,Member
2045304,"2017-01-04 18:09:53","2017-01-04 18:43:58",31643,"1st & D St SE",31200,"Massachusetts Ave & Dupont Circle NW",W21119,Member
771778,"2017-01-04 18:09:54","2017-01-04 18:22:46",31017,"Wilson Blvd & N Uhle St",31036,"George Mason Dr & Wilson Blvd",W22952,Member
1202500,"2017-01-04 18:09:55","2017-01-04 18:29:57",31100,"19th St & Pennsylvania Ave NW",31120,"10th & Florida Ave NW",W23019,Member
917054,"2017-01-04 18:09:59","2017-01-04 18:25:16",31292,"22nd St & Constitution Ave NW",31213,"17th & K St NW",W21536,Member
631097,"2017-01-04 18:10:06","2017-01-04 18:20:38",31621,"4th & D St NW / Judiciary Square",31640,"Maryland Ave & E St NE",W20716,Member
