"Duration (ms)","Start date","End date","Start station number","Start station","End station number","End station","Bike number","Member type"
1748990,"2017-07-02 12:13:55","2017-07-02 12:43:04",31114,"18th St & Wyoming Ave NW",31411,"Georgia & Missouri Ave NW",W20072,Casual
365668,"2017-07-02 12:13:55","2017-07-02 12:20:00",31308,"39th & Veazey St NW",31302,"Wisconsin Ave & Newark St NW",W21068,Casual
596722,"2017-07-02 12:13:56","2017-07-02 12:23:53",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31243,"4th & C St SW",W23204,Casual
374402,"2017-07-02 12:13:58","2017-07-02 12:20:12",31522,"2nd St & Seaton Pl NE",31516,"Rhode Island Ave Metro",W00070,Member
440323,"2017-07-02 12:14:05","2017-07-02 12:21:26",31111,"10th & U St NW",31114,"18th St & Wyoming Ave NW",W20017,Member
371544,"2017-07-02 12:14:08","2017-07-02 12:20:19",31522,"2nd St & Seaton Pl NE",31516,"Rhode Island Ave Metro",W01013,Member
2660341,"2017-07-02 12:14:10","2017-07-02 12:58:31",31314,"34th & Water St NW",31247,"Jefferson Dr & 14th St SW",W23154,Member
496121,"2017-07-02 12:14:11","2017-07-02 12:22:28",31604,"3rd & H St NW",31603,"1st & M St NE",W01140,Casual
638713,"2017-07-02 12:14:12","2017-07-02 12:24:51",31241,"Thomas Circle",31103,"16th & Harvard St NW",W21474,Member
373517,"2017-07-02 12:14:13","2017-07-02 12:20:27",31522,"2nd St & Seaton Pl NE",31516,"Rhode Island Ave Metro",W21666,Member
677153,"2017-07-02 12:14:14","2017-07-02 12:25:31",31200,"Massachusetts Ave & Dupont Circle NW",31245,"7th & R St NW / Shaw Library",W22158,Member
786565,"2017-07-02 12:14:18","2017-07-02 12:27:25",31040,"Fairfax Dr & Kenmore St",31089,"Court House Metro / 15th & N Uhle St ",W22120,Member
1346678,"2017-07-02 12:14:19","2017-07-02 12:36:46",31258,"Lincoln Memorial",31321,"15th St & Constitution Ave NW",W23120,Casual
671132,"2017-07-02 12:14:21","2017-07-02 12:25:32",31200,"Massachusetts Ave & Dupont Circle NW",31245,"7th & R St NW / Shaw Library",W00202,Member
461812,"2017-07-02 12:14:23","2017-07-02 12:22:05",31107,"Lamont & Mt Pleasant NW",31114,"18th St & Wyoming Ave NW",W22678,Member
1333821,"2017-07-02 12:14:32","2017-07-02 12:36:46",31258,"Lincoln Memorial",31321,"15th St & Constitution Ave NW",W00138,Casual
682134,"2017-07-02 12:14:34","2017-07-02 12:25:56",31283,"14th & L St NW",31288,"4th St & Madison Dr NW",W01158,Casual
527971,"2017-07-02 12:14:34","2017-07-02 12:23:22",31200,"Massachusetts Ave & Dupont Circle NW",31263,"10th & K St NW",W22272,Member
406009,"2017-07-02 12:14:35","2017-07-02 12:21:21",31212,"21st & M St NW",31239,"Rhode Island & Connecticut Ave NW",W00127,Member
581071,"2017-07-02 12:14:35","2017-07-02 12:24:16",31109,"7th & T St NW",31267,"17th St & Massachusetts Ave NW",W21478,Member
405981,"2017-07-02 12:14:37","2017-07-02 12:21:23",31212,"21st & M St NW",31239,"Rhode Island & Connecticut Ave NW",W21690,Member
201536,"2017-07-02 12:14:43","2017-07-02 12:18:05",31505,"Eckington Pl & Q St NE",31603,"1st & M St NE",W20929,Member
460292,"2017-07-02 12:14:45","2017-07-02 12:22:26",31607,"14th & D St SE",31628,"1st & K St SE",W00224,Member
304152,"2017-07-02 12:14:47","2017-07-02 12:19:51",31640,"Maryland Ave & E St NE",31616,"3rd & H St NE",W21764,Member
1005224,"2017-07-02 12:14:48","2017-07-02 12:31:33",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31265,"5th St & Massachusetts Ave NW",W01486,Member
3891769,"2017-07-02 12:14:56","2017-07-02 13:19:47",31622,"13th & D St NE",31622,"13th & D St NE",W20239,Member
1820297,"2017-07-02 12:14:59","2017-07-02 12:45:19",31917,"N Lynn St & Fairfax Dr",31290,"17th St & Independence Ave SW",W21469,Member
1385531,"2017-07-02 12:15:08","2017-07-02 12:38:14",31247,"Jefferson Dr & 14th St SW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W21108,Casual
1818788,"2017-07-02 12:15:10","2017-07-02 12:45:29",31917,"N Lynn St & Fairfax Dr",31290,"17th St & Independence Ave SW",W21515,Member
1710877,"2017-07-02 12:15:19","2017-07-02 12:43:50",31247,"Jefferson Dr & 14th St SW",31292,"22nd St & Constitution Ave NW",W21269,Casual
709406,"2017-07-02 12:15:25","2017-07-02 12:27:15",31114,"18th St & Wyoming Ave NW",31295,"Potomac & M St NW",W01402,Member
932786,"2017-07-02 12:15:25","2017-07-02 12:30:58",31258,"Lincoln Memorial",31247,"Jefferson Dr & 14th St SW",W22410,Casual
1647477,"2017-07-02 12:15:33","2017-07-02 12:43:01",31114,"18th St & Wyoming Ave NW",31411,"Georgia & Missouri Ave NW",W20243,Member
169038,"2017-07-02 12:15:45","2017-07-02 12:18:34",31237,"25th St & Pennsylvania Ave NW",31257,"22nd & I St NW / Foggy Bottom",W00777,Member
2177880,"2017-07-02 12:15:46","2017-07-02 12:52:04",31228,"8th & H St NW",31292,"22nd St & Constitution Ave NW",W22880,Casual
897561,"2017-07-02 12:15:51","2017-07-02 12:30:49",31258,"Lincoln Memorial",31247,"Jefferson Dr & 14th St SW",W00848,Casual
656819,"2017-07-02 12:15:54","2017-07-02 12:26:51",31121,"Calvert St & Woodley Pl NW",31300,"Van Ness Metro / UDC",W00520,Member
1183984,"2017-07-02 12:15:56","2017-07-02 12:35:40",31247,"Jefferson Dr & 14th St SW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W00226,Casual
1169589,"2017-07-02 12:15:56","2017-07-02 12:35:25",31247,"Jefferson Dr & 14th St SW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W21611,Casual
880185,"2017-07-02 12:15:57","2017-07-02 12:30:37",31030,"Lee Hwy & N Adams St",31069,"Pershing & N George Mason Dr",W23084,Member
2376982,"2017-07-02 12:16:05","2017-07-02 12:55:42",31277,"17th & G St NW",31277,"17th & G St NW",W21031,Casual
879707,"2017-07-02 12:16:09","2017-07-02 12:30:49",31258,"Lincoln Memorial",31247,"Jefferson Dr & 14th St SW",W01188,Casual
882420,"2017-07-02 12:16:09","2017-07-02 12:30:51",31258,"Lincoln Memorial",31247,"Jefferson Dr & 14th St SW",W20103,Casual
666941,"2017-07-02 12:16:09","2017-07-02 12:27:16",31254,"15th & K St NW",31233,"17th & K St NW / Farragut Square",W20362,Casual
1153289,"2017-07-02 12:16:23","2017-07-02 12:35:37",31306,"39th & Calvert St NW / Stoddert",31285,"22nd & P ST NW",W20535,Member
687473,"2017-07-02 12:16:27","2017-07-02 12:27:54",31401,"14th St & Spring Rd NW",31109,"7th & T St NW",W22796,Member
685361,"2017-07-02 12:16:37","2017-07-02 12:28:02",31254,"15th & K St NW",31233,"17th & K St NW / Farragut Square",W01037,Casual
1136328,"2017-07-02 12:16:43","2017-07-02 12:35:39",31306,"39th & Calvert St NW / Stoddert",31285,"22nd & P ST NW",W21719,Casual
2018087,"2017-07-02 12:16:52","2017-07-02 12:50:30",32216,"Library St & Freedom Dr",32209,"North Shore & Cameron Crescent Dr/Crescent Apartments",W20555,Casual
2076379,"2017-07-02 12:17:02","2017-07-02 12:51:38",31265,"5th St & Massachusetts Ave NW",31100,"19th St & Pennsylvania Ave NW",W22881,Casual
2475757,"2017-07-02 12:17:04","2017-07-02 12:58:19",31639,"2nd & G St NE",31249,"Jefferson Memorial",W20056,Casual
253924,"2017-07-02 12:17:10","2017-07-02 12:21:24",31003,"15th & Crystal Dr",31011,"23rd & Crystal Dr",W01152,Member
375206,"2017-07-02 12:17:11","2017-07-02 12:23:26",31109,"7th & T St NW",31600,"5th & K St NW",W20566,Member
2457727,"2017-07-02 12:17:11","2017-07-02 12:58:09",31639,"2nd & G St NE",31249,"Jefferson Memorial",W22060,Member
327475,"2017-07-02 12:17:14","2017-07-02 12:22:41",31245,"7th & R St NW / Shaw Library",31506,"1st & Rhode Island Ave NW",W01211,Member
1576067,"2017-07-02 12:17:21","2017-07-02 12:43:37",31406,"14th & Upshur St NW",31276,"15th & L St NW",W20802,Casual
1570391,"2017-07-02 12:17:21","2017-07-02 12:43:31",31406,"14th & Upshur St NW",31276,"15th & L St NW",W22070,Member
1567288,"2017-07-02 12:17:22","2017-07-02 12:43:29",31406,"14th & Upshur St NW",31276,"15th & L St NW",W00400,Casual
1229797,"2017-07-02 12:17:22","2017-07-02 12:37:52",31518,"New York Ave & Hecht Ave NE",31101,"14th & V St NW",W20939,Member
2499455,"2017-07-02 12:17:23","2017-07-02 12:59:03",31639,"2nd & G St NE",31249,"Jefferson Memorial",W23063,Casual
1560485,"2017-07-02 12:17:28","2017-07-02 12:43:29",31406,"14th & Upshur St NW",31276,"15th & L St NW",W20391,Member
593322,"2017-07-02 12:17:31","2017-07-02 12:27:24",31125,"15th & W St NW",31298,"15th & M St NW",W22358,Member
1095361,"2017-07-02 12:17:41","2017-07-02 12:35:57",31626,"15th St & Massachusetts Ave SE",31624,"North Capitol St & F St NW",W00982,Casual
2440977,"2017-07-02 12:17:44","2017-07-02 12:58:25",31258,"Lincoln Memorial",31230,"Metro Center / 12th & G St NW",W21080,Casual
1275244,"2017-07-02 12:17:44","2017-07-02 12:38:59",31214,"17th & Corcoran St NW",31244,"4th & E St SW",W22388,Member
286631,"2017-07-02 12:17:45","2017-07-02 12:22:31",31119,"14th & Belmont St NW",31202,"14th & R St NW",W22879,Casual
564800,"2017-07-02 12:17:46","2017-07-02 12:27:11",31265,"5th St & Massachusetts Ave NW",31623,"Columbus Circle / Union Station",W22412,Member
2020263,"2017-07-02 12:17:51","2017-07-02 12:51:31",31265,"5th St & Massachusetts Ave NW",31100,"19th St & Pennsylvania Ave NW",W21169,Member
702723,"2017-07-02 12:17:54","2017-07-02 12:29:37",31234,"20th & O St NW / Dupont South",31125,"15th & W St NW",W00703,Casual
1386241,"2017-07-02 12:18:09","2017-07-02 12:41:15",31917,"N Lynn St & Fairfax Dr",31226,"34th St & Wisconsin Ave NW",W00938,Casual
675514,"2017-07-02 12:18:09","2017-07-02 12:29:24",31234,"20th & O St NW / Dupont South",31125,"15th & W St NW",W22007,Casual
1378046,"2017-07-02 12:18:10","2017-07-02 12:41:08",31917,"N Lynn St & Fairfax Dr",31226,"34th St & Wisconsin Ave NW",W22838,Casual
518262,"2017-07-02 12:18:10","2017-07-02 12:26:48",31109,"7th & T St NW",31265,"5th St & Massachusetts Ave NW",W23366,Member
1349373,"2017-07-02 12:18:13","2017-07-02 12:40:43",31286,"11th & O St NW",31401,"14th St & Spring Rd NW",W23342,Casual
1667599,"2017-07-02 12:18:15","2017-07-02 12:46:03",31265,"5th St & Massachusetts Ave NW",31633,"Independence Ave & L'Enfant Plaza SW/DOE",W21956,Casual
3402230,"2017-07-02 12:18:16","2017-07-02 13:14:58",31314,"34th & Water St NW",31215,"Georgetown Harbor / 30th St NW",W01281,Casual
1733827,"2017-07-02 12:18:19","2017-07-02 12:47:13",31272,"Washington & Independence Ave SW/HHS",31231,"14th & D St NW / Ronald Reagan Building",W22610,Casual
6303072,"2017-07-02 12:18:20","2017-07-02 14:03:23",31277,"17th & G St NW",31277,"17th & G St NW",W21229,Casual
1016476,"2017-07-02 12:18:20","2017-07-02 12:35:17",31616,"3rd & H St NE",31286,"11th & O St NW",W22502,Member
327528,"2017-07-02 12:18:26","2017-07-02 12:23:54",31519,"1st & O St NW",31281,"8th & O St NW",W20218,Member
551075,"2017-07-02 12:18:26","2017-07-02 12:27:37",31202,"14th & R St NW",31230,"Metro Center / 12th & G St NW",W23297,Member
1175251,"2017-07-02 12:18:31","2017-07-02 12:38:07",31314,"34th & Water St NW",31211,"Kennedy Center",W20026,Casual
5893343,"2017-07-02 12:18:35","2017-07-02 13:56:48",31211,"Kennedy Center",31290,"17th St & Independence Ave SW",W20356,Member
6267288,"2017-07-02 12:18:40","2017-07-02 14:03:07",31277,"17th & G St NW",31277,"17th & G St NW",W01163,Casual
1721517,"2017-07-02 12:18:44","2017-07-02 12:47:25",31272,"Washington & Independence Ave SW/HHS",31231,"14th & D St NW / Ronald Reagan Building",W20314,Casual
1090009,"2017-07-02 12:18:51","2017-07-02 12:37:01",31232,"7th & F St NW / National Portrait Gallery",31247,"Jefferson Dr & 14th St SW",W01258,Casual
567681,"2017-07-02 12:19:00","2017-07-02 12:28:27",31015,"Rosslyn Metro / Wilson Blvd & Ft Myer Dr",31050,"Barton St & 10th St N",W22025,Casual
88035,"2017-07-02 12:19:08","2017-07-02 12:20:36",31407,"14th St & Colorado Ave NW",31407,"14th St & Colorado Ave NW",W21868,Casual
1063161,"2017-07-02 12:19:11","2017-07-02 12:36:54",31232,"7th & F St NW / National Portrait Gallery",31247,"Jefferson Dr & 14th St SW",W21386,Casual
681807,"2017-07-02 12:19:12","2017-07-02 12:30:33",31918,"Madison & Fairfax St",31042,"Market Square / King St & Royal St",W01073,Casual
1000850,"2017-07-02 12:19:19","2017-07-02 12:36:00",31639,"2nd & G St NE",31232,"7th & F St NW / National Portrait Gallery",W01327,Member
707026,"2017-07-02 12:19:21","2017-07-02 12:31:08",31005,"Pentagon City Metro / 12th & S Hayes St",31009,"27th & Crystal Dr",W20037,Casual
850025,"2017-07-02 12:19:21","2017-07-02 12:33:31",31517,"Union Market/6th St & Neal Pl NE",31610,"Eastern Market / 7th & North Carolina Ave SE",W20615,Casual
75113,"2017-07-02 12:19:27","2017-07-02 12:20:42",31918,"Madison & Fairfax St",31918,"Madison & Fairfax St",W21492,Member
4169715,"2017-07-02 12:19:29","2017-07-02 13:28:59",31258,"Lincoln Memorial",31261,"21st St & Constitution Ave NW",W22414,Casual
496341,"2017-07-02 12:19:30","2017-07-02 12:27:46",31107,"Lamont & Mt Pleasant NW",31278,"18th & R St NW",W00985,Member
492531,"2017-07-02 12:19:30","2017-07-02 12:27:43",31602,"Park Rd & Holmead Pl NW",31101,"14th & V St NW",W01310,Member
1054048,"2017-07-02 12:19:33","2017-07-02 12:37:07",31232,"7th & F St NW / National Portrait Gallery",31247,"Jefferson Dr & 14th St SW",W00209,Casual
1334794,"2017-07-02 12:19:33","2017-07-02 12:41:48",31249,"Jefferson Memorial",31002,"20th & Crystal Dr",W21250,Casual
796420,"2017-07-02 12:19:35","2017-07-02 12:32:51",31632,"15th & F St NE",31606,"Potomac & Pennsylvania Ave SE",W23061,Member
2085373,"2017-07-02 12:19:39","2017-07-02 12:54:24",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31217,"USDA / 12th & Independence Ave SW",W01127,Casual
4174539,"2017-07-02 12:19:40","2017-07-02 13:29:15",31258,"Lincoln Memorial",31261,"21st St & Constitution Ave NW",W23375,Casual
1674956,"2017-07-02 12:19:41","2017-07-02 12:47:36",31097,"Saint Asaph & Madison St",31249,"Jefferson Memorial",W21626,Casual
3946477,"2017-07-02 12:19:43","2017-07-02 13:25:29",31247,"Jefferson Dr & 14th St SW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W20511,Casual
834461,"2017-07-02 12:19:43","2017-07-02 12:33:38",31247,"Jefferson Dr & 14th St SW",31238,"14th & G St NW",W20601,Casual
1217386,"2017-07-02 12:19:45","2017-07-02 12:40:03",31625,"3rd & G St SE",31288,"4th St & Madison Dr NW",W22616,Casual
249786,"2017-07-02 12:19:50","2017-07-02 12:24:00",31017,"Wilson Blvd & N Uhle St",31015,"Rosslyn Metro / Wilson Blvd & Ft Myer Dr",W21544,Member
2002861,"2017-07-02 12:19:56","2017-07-02 12:53:19",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31217,"USDA / 12th & Independence Ave SW",W00335,Casual
1002964,"2017-07-02 12:19:57","2017-07-02 12:36:40",31280,"11th & S St NW",31235,"19th St & Constitution Ave NW",W20131,Member
3756409,"2017-07-02 12:20:00","2017-07-02 13:22:37",31247,"Jefferson Dr & 14th St SW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W21473,Casual
1296714,"2017-07-02 12:20:06","2017-07-02 12:41:43",31249,"Jefferson Memorial",31002,"20th & Crystal Dr",W21934,Member
242719,"2017-07-02 12:20:10","2017-07-02 12:24:13",31640,"Maryland Ave & E St NE",31615,"6th & H St NE",W00159,Member
661216,"2017-07-02 12:20:12","2017-07-02 12:31:13",31631,"8th & F St NE",31618,"4th & East Capitol St NE",W20908,Member
1014980,"2017-07-02 12:20:15","2017-07-02 12:37:10",31232,"7th & F St NW / National Portrait Gallery",31247,"Jefferson Dr & 14th St SW",W00454,Casual
1207027,"2017-07-02 12:20:19","2017-07-02 12:40:26",31288,"4th St & Madison Dr NW",31238,"14th & G St NW",W21753,Casual
12008925,"2017-07-02 12:20:22","2017-07-02 15:40:31",31024,"Virginia Square Metro / N Monroe St & 9th St N",31014,"Lynn & 19th St North",W20383,Casual
291879,"2017-07-02 12:20:23","2017-07-02 12:25:15",31602,"Park Rd & Holmead Pl NW",31400,"Georgia & New Hampshire Ave NW",W21025,Member
1147719,"2017-07-02 12:20:24","2017-07-02 12:39:32",31641,"2nd St & Massachusetts Ave NE",31241,"Thomas Circle",W22764,Casual
351080,"2017-07-02 12:20:28","2017-07-02 12:26:19",31101,"14th & V St NW",31283,"14th & L St NW",W01002,Member
963182,"2017-07-02 12:20:33","2017-07-02 12:36:36",31280,"11th & S St NW",31235,"19th St & Constitution Ave NW",W21914,Member
732294,"2017-07-02 12:20:33","2017-07-02 12:32:45",31610,"Eastern Market / 7th & North Carolina Ave SE",31627,"3rd & M St NE",W22747,Member
1194131,"2017-07-02 12:20:36","2017-07-02 12:40:30",31288,"4th St & Madison Dr NW",31238,"14th & G St NW",W21774,Casual
686739,"2017-07-02 12:20:41","2017-07-02 12:32:08",31222,"New York Ave & 15th St NW",31225,"C & O Canal & Wisconsin Ave NW",W00824,Member
4919005,"2017-07-02 12:20:41","2017-07-02 13:42:40",31233,"17th & K St NW / Farragut Square",31219,"10th St & Constitution Ave NW",W21237,Casual
4902488,"2017-07-02 12:20:44","2017-07-02 13:42:26",31233,"17th & K St NW / Farragut Square",31219,"10th St & Constitution Ave NW",W22076,Casual
1000014,"2017-07-02 12:20:46","2017-07-02 12:37:26",31302,"Wisconsin Ave & Newark St NW",31200,"Massachusetts Ave & Dupont Circle NW",W00126,Casual
2251439,"2017-07-02 12:20:54","2017-07-02 12:58:25",31639,"2nd & G St NE",31249,"Jefferson Memorial",W22350,Casual
1088831,"2017-07-02 12:21:06","2017-07-02 12:39:15",31212,"21st & M St NW",31291,"Vermont Ave & I St NW",W21530,Casual
1870649,"2017-07-02 12:21:08","2017-07-02 12:52:19",31625,"3rd & G St SE",31272,"Washington & Independence Ave SW/HHS",W20712,Casual
1978689,"2017-07-02 12:21:12","2017-07-02 12:54:11",31277,"17th & G St NW",31277,"17th & G St NW",W21858,Casual
129487,"2017-07-02 12:21:14","2017-07-02 12:23:24",31622,"13th & D St NE",31622,"13th & D St NE",W01085,Member
1255435,"2017-07-02 12:21:17","2017-07-02 12:42:13",31644,"12th St & Pennsylvania Ave SE",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W20893,Member
3650074,"2017-07-02 12:21:18","2017-07-02 13:22:08",31232,"7th & F St NW / National Portrait Gallery",31016,"Clarendon Blvd & Pierce St",W22630,Casual
551529,"2017-07-02 12:21:19","2017-07-02 12:30:30",31918,"Madison & Fairfax St",31042,"Market Square / King St & Royal St",W00187,Member
1136055,"2017-07-02 12:21:21","2017-07-02 12:40:18",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31014,"Lynn & 19th St North",W22624,Casual
968331,"2017-07-02 12:21:22","2017-07-02 12:37:30",31232,"7th & F St NW / National Portrait Gallery",31247,"Jefferson Dr & 14th St SW",W20681,Casual
966516,"2017-07-02 12:21:23","2017-07-02 12:37:29",31250,"20th & L St NW",31503,"Florida Ave & R St NW",W00627,Member
1184109,"2017-07-02 12:21:23","2017-07-02 12:41:07",31644,"12th St & Pennsylvania Ave SE",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W21982,Casual
4513754,"2017-07-02 12:21:27","2017-07-02 13:36:40",31616,"3rd & H St NE",31623,"Columbus Circle / Union Station",W21764,Member
3894887,"2017-07-02 12:21:28","2017-07-02 13:26:23",31098,"King St Metro North / Cameron St",31098,"King St Metro North / Cameron St",W21241,Casual
1116506,"2017-07-02 12:21:30","2017-07-02 12:40:07",31407,"14th St & Colorado Ave NW",31112,"Harvard St & Adams Mill Rd NW",W00380,Casual
957210,"2017-07-02 12:21:31","2017-07-02 12:37:29",31250,"20th & L St NW",31503,"Florida Ave & R St NW",W20927,Member
4041644,"2017-07-02 12:21:35","2017-07-02 13:28:57",31258,"Lincoln Memorial",31261,"21st St & Constitution Ave NW",W23386,Casual
319992,"2017-07-02 12:21:39","2017-07-02 12:26:59",31229,"New Hampshire Ave & T St NW",31109,"7th & T St NW",W21614,Member
653728,"2017-07-02 12:21:39","2017-07-02 12:32:33",31104,"Adams Mill & Columbia Rd NW",31203,"14th & Rhode Island Ave NW",W23146,Member
4049463,"2017-07-02 12:21:46","2017-07-02 13:29:16",31258,"Lincoln Memorial",31261,"21st St & Constitution Ave NW",W00639,Casual
431025,"2017-07-02 12:21:46","2017-07-02 12:28:57",31124,"14th & Irving St NW",31202,"14th & R St NW",W22260,Member
646604,"2017-07-02 12:21:48","2017-07-02 12:32:34",31104,"Adams Mill & Columbia Rd NW",31203,"14th & Rhode Island Ave NW",W23087,Member
413293,"2017-07-02 12:21:50","2017-07-02 12:28:44",31618,"4th & East Capitol St NE",31288,"4th St & Madison Dr NW",W00301,Member
193922,"2017-07-02 12:21:52","2017-07-02 12:25:06",31614,"11th & H St NE",31617,"Bladensburg Rd & Benning Rd NE",W22363,Member
1752846,"2017-07-02 12:21:54","2017-07-02 12:51:07",31627,"3rd & M St NE",31239,"Rhode Island & Connecticut Ave NW",W21947,Casual
534448,"2017-07-02 12:21:59","2017-07-02 12:30:53",31400,"Georgia & New Hampshire Ave NW",31296,"Columbia & Ontario Rd NW",W20872,Member
2750769,"2017-07-02 12:22:03","2017-07-02 13:07:54",31200,"Massachusetts Ave & Dupont Circle NW",31247,"Jefferson Dr & 14th St SW",W20087,Casual
249862,"2017-07-02 12:22:03","2017-07-02 12:26:12",31125,"15th & W St NW",31111,"10th & U St NW",W20289,Member
1731141,"2017-07-02 12:22:08","2017-07-02 12:50:59",31627,"3rd & M St NE",31239,"Rhode Island & Connecticut Ave NW",W22500,Member
969458,"2017-07-02 12:22:09","2017-07-02 12:38:19",31625,"3rd & G St SE",31256,"10th & E St NW",W21598,Member
1724938,"2017-07-02 12:22:13","2017-07-02 12:50:57",31627,"3rd & M St NE",31239,"Rhode Island & Connecticut Ave NW",W01133,Member
599441,"2017-07-02 12:22:17","2017-07-02 12:32:16",31214,"17th & Corcoran St NW",31104,"Adams Mill & Columbia Rd NW",W21286,Casual
637974,"2017-07-02 12:22:17","2017-07-02 12:32:55",31633,"Independence Ave & L'Enfant Plaza SW/DOE",31264,"6th St & Indiana Ave NW",W22900,Casual
786706,"2017-07-02 12:22:19","2017-07-02 12:35:26",31602,"Park Rd & Holmead Pl NW",31114,"18th St & Wyoming Ave NW",W20114,Member
1725001,"2017-07-02 12:22:22","2017-07-02 12:51:07",31627,"3rd & M St NE",31239,"Rhode Island & Connecticut Ave NW",W21625,Casual
1531531,"2017-07-02 12:22:30","2017-07-02 12:48:02",31238,"14th & G St NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W21059,Casual
621952,"2017-07-02 12:22:31","2017-07-02 12:32:53",31633,"Independence Ave & L'Enfant Plaza SW/DOE",31264,"6th St & Indiana Ave NW",W22581,Casual
615054,"2017-07-02 12:22:37","2017-07-02 12:32:52",31244,"4th & E St SW",31639,"2nd & G St NE",W00547,Member
1166328,"2017-07-02 12:22:42","2017-07-02 12:42:08",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31640,"Maryland Ave & E St NE",W21420,Casual
1834843,"2017-07-02 12:22:45","2017-07-02 12:53:19",31219,"10th St & Constitution Ave NW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W00368,Casual
1167259,"2017-07-02 12:22:47","2017-07-02 12:42:14",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31640,"Maryland Ave & E St NE",W01360,Casual
2038825,"2017-07-02 12:22:49","2017-07-02 12:56:48",31634,"3rd & Tingey St SE",31247,"Jefferson Dr & 14th St SW",W21687,Casual
1433300,"2017-07-02 12:22:50","2017-07-02 12:46:44",31292,"22nd St & Constitution Ave NW",31277,"17th & G St NW",W23127,Casual
4788752,"2017-07-02 12:22:52","2017-07-02 13:42:41",31233,"17th & K St NW / Farragut Square",31219,"10th St & Constitution Ave NW",W23106,Casual
2694178,"2017-07-02 12:22:53","2017-07-02 13:07:47",31200,"Massachusetts Ave & Dupont Circle NW",31247,"Jefferson Dr & 14th St SW",W01209,Casual
1677163,"2017-07-02 12:22:54","2017-07-02 12:50:51",31238,"14th & G St NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W20007,Casual
1949564,"2017-07-02 12:22:57","2017-07-02 12:55:27",31277,"17th & G St NW",31277,"17th & G St NW",W01195,Casual
2020145,"2017-07-02 12:22:58","2017-07-02 12:56:38",31634,"3rd & Tingey St SE",31247,"Jefferson Dr & 14th St SW",W00999,Member
1414015,"2017-07-02 12:22:59","2017-07-02 12:46:33",31292,"22nd St & Constitution Ave NW",31277,"17th & G St NW",W22240,Casual
1787013,"2017-07-02 12:23:00","2017-07-02 12:52:47",31219,"10th St & Constitution Ave NW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W23022,Casual
102473,"2017-07-02 12:23:03","2017-07-02 12:24:45",31115,"Columbia Rd & Georgia Ave NW",31126,"11th & Girard St NW",W22830,Member
244038,"2017-07-02 12:23:07","2017-07-02 12:27:11",31110,"20th St & Florida Ave NW",31214,"17th & Corcoran St NW",W01283,Member
497492,"2017-07-02 12:23:07","2017-07-02 12:31:25",31201,"15th & P St NW",31113,"Columbia Rd & Belmont St NW",W22909,Member
411973,"2017-07-02 12:23:12","2017-07-02 12:30:04",31107,"Lamont & Mt Pleasant NW",31122,"16th & Irving St NW",W22440,Member
840158,"2017-07-02 12:23:18","2017-07-02 12:37:18",31019,"Wilson Blvd & N Edgewood St",31016,"Clarendon Blvd & Pierce St",W21665,Member
470558,"2017-07-02 12:23:24","2017-07-02 12:31:15",31519,"1st & O St NW",31281,"8th & O St NW",W21791,Member
813482,"2017-07-02 12:23:26","2017-07-02 12:37:00",31912,"Mount Vernon Ave & Bruce St",31076,"Shirlington Transit Center / S Quincy & Randolph St",W22724,Member
469515,"2017-07-02 12:23:28","2017-07-02 12:31:18",31519,"1st & O St NW",31281,"8th & O St NW",W21090,Member
1187812,"2017-07-02 12:23:29","2017-07-02 12:43:17",31600,"5th & K St NW",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",W23287,Member
3065256,"2017-07-02 12:23:37","2017-07-02 13:14:43",31121,"Calvert St & Woodley Pl NW",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",W01333,Casual
2187437,"2017-07-02 12:23:40","2017-07-02 13:00:07",31102,"11th & Kenyon St NW",31200,"Massachusetts Ave & Dupont Circle NW",W01477,Casual
564754,"2017-07-02 12:23:45","2017-07-02 12:33:10",31107,"Lamont & Mt Pleasant NW",31400,"Georgia & New Hampshire Ave NW",W22791,Member
705308,"2017-07-02 12:23:48","2017-07-02 12:35:34",31027,"Key Blvd & N Quinn St",31225,"C & O Canal & Wisconsin Ave NW",W22670,Member
